AwayTeam,HomeTeam,qtr,min,sec,kickteam,distance,timerem,GOOD,Missed,Blocked,AwayTeam_encoded,HomeTeam_encoded,kickteam_encoded,AwayKick,Goal,HomeKick,is_home_team
BUF,KC,2,45,0,BUF,21,2700,1,0,0,3,15,3,True,1,False,0
BUF,KC,2,31,36,BUF,34,1896,1,0,0,3,15,3,True,1,False,0
BUF,KC,2,38,20,BUF,39,2300,1,0,0,3,15,3,True,1,False,0
BUF,MIA,2,38,24,BUF,43,2304,1,0,0,3,16,3,True,1,False,0
BUF,MIA,2,30,2,BUF,47,1802,1,0,0,3,16,3,True,1,False,0
BUF,NE,2,37,9,BUF,25,2229,1,0,0,3,18,3,True,1,False,0
MIN,CHI,2,39,15,MIN,42,2355,1,0,0,17,5,17,True,1,False,0
MIN,DET,2,34,59,MIN,35,2099,1,0,0,17,10,17,True,1,False,0
MIN,GB,2,43,40,MIN,37,2620,1,0,0,17,11,17,True,1,False,0
CHI,MIN,2,42,46,MIN,23,2566,1,0,0,5,17,17,False,1,True,1
CAR,MIN,2,31,51,MIN,28,1911,1,0,0,4,17,17,False,1,True,1
NYG,MIN,2,45,0,MIN,48,2700,1,0,0,20,17,17,False,1,True,1
IND,MIN,2,30,5,MIN,53,1805,1,0,0,13,17,17,False,1,True,1
GB,MIN,2,43,1,MIN,54,2581,1,0,0,11,17,17,False,1,True,1
MIN,NO,2,30,8,MIN,33,1808,1,0,0,17,19,17,True,1,False,0
MIN,TB,2,31,52,MIN,37,1912,1,0,0,17,29,17,True,1,False,0
MIN,TEN,2,30,53,MIN,42,1853,1,0,0,17,30,17,True,1,False,0
MIN,TEN,2,30,4,MIN,48,1804,0,1,0,17,30,17,True,0,False,0
NE,BUF,2,34,21,NE,26,2061,0,1,0,18,3,18,True,0,False,0
NE,IND,2,40,24,NE,29,2424,1,0,0,18,13,18,True,1,False,0
NE,IND,2,31,31,NE,35,1891,1,0,0,18,13,18,True,1,False,0
PIT,NE,2,30,21,NE,27,1821,0,1,0,24,18,18,False,0,True,1
STL,NE,2,30,1,NE,27,1801,1,0,0,28,18,18,False,1,True,1
PIT,NE,2,36,52,NE,29,2212,1,0,0,24,18,18,False,1,True,1
STL,NE,2,31,53,NE,30,1913,1,0,0,28,18,18,False,1,True,1
NYJ,NE,2,39,48,NE,31,2388,1,0,0,21,18,18,False,1,True,1
BUF,NE,2,43,29,NE,32,2609,1,0,0,3,18,18,False,1,True,1
MIA,NE,2,41,36,NE,37,2496,1,0,0,16,18,18,False,1,True,1
ARI,NE,2,30,7,NE,38,1807,1,0,0,0,18,18,False,1,True,1
MIA,NE,2,34,58,NE,44,2098,1,0,0,16,18,18,False,1,True,1
BUF,NE,2,32,24,NE,49,1944,0,1,0,3,18,18,False,0,True,1
NE,NYJ,2,43,21,NE,37,2601,1,0,0,18,21,18,True,1,False,0
NE,SD,2,37,18,NE,47,2238,1,0,0,18,25,18,True,1,False,0
NE,SF,2,35,27,NE,35,2127,1,0,0,18,27,18,True,1,False,0
CIN,BAL,2,30,9,CIN,43,1809,1,0,0,6,2,6,True,1,False,0
PHI,CIN,2,44,12,CIN,20,2652,1,0,0,23,6,6,False,1,True,1
BAL,CIN,2,30,3,CIN,21,1803,1,0,0,2,6,6,False,1,True,1
KC,CIN,2,31,51,CIN,30,1911,1,0,0,15,6,6,False,1,True,1
WAS,CIN,2,41,24,CIN,32,2484,1,0,0,31,6,6,False,1,True,1
CLE,CIN,2,40,26,CIN,42,2426,1,0,0,7,6,6,False,1,True,1
CLE,CIN,2,30,13,CIN,45,1813,1,0,0,7,6,6,False,1,True,1
CIN,CLE,2,31,13,CIN,48,1873,0,1,0,6,7,6,True,0,False,0
CIN,DAL,2,30,37,CIN,31,1837,1,0,0,6,8,6,True,1,False,0
CIN,DAL,2,38,19,CIN,41,2299,1,0,0,6,8,6,True,1,False,0
CIN,HOU,2,30,54,CIN,32,1854,1,0,0,6,12,6,True,1,False,0
CIN,IND,2,36,11,CIN,19,2171,1,0,0,6,13,6,True,1,False,0
CIN,NYG,2,30,36,CIN,30,1836,1,0,0,6,20,6,True,1,False,0
PHI,BAL,2,30,22,BAL,53,1822,0,1,0,23,2,2,False,0,True,1
BAL,HOU,2,31,6,BAL,54,1866,1,0,0,2,12,2,True,1,False,0
OAK,BUF,2,32,0,OAK,32,1920,1,0,0,22,3,22,True,1,False,0
OAK,DEN,2,38,4,OAK,26,2284,1,0,0,22,9,22,True,1,False,0
OAK,MIA,2,31,12,OAK,21,1872,1,0,0,22,16,22,True,1,False,0
OAK,NO,2,31,53,OAK,57,1913,0,1,0,22,19,22,True,0,False,0
OAK,NO,2,30,11,OAK,59,1811,0,1,0,22,19,22,True,0,False,0
SD,OAK,2,35,31,OAK,28,2131,1,0,0,25,22,22,False,1,True,1
NYJ,OAK,2,34,9,OAK,40,2049,0,1,0,21,22,22,False,0,True,1
SD,OAK,2,30,1,OAK,76,1801,0,1,0,25,22,22,False,0,True,1
WAS,BAL,2,41,39,WAS,48,2499,0,1,0,31,2,31,True,0,False,0
WAS,CIN,2,30,19,WAS,23,1819,1,0,0,31,6,31,True,1,False,0
WAS,DAL,2,31,56,WAS,20,1916,1,0,0,31,8,31,True,1,False,0
WAS,DET,2,30,4,WAS,47,1804,1,0,0,31,10,31,True,1,False,0
WAS,DET,2,33,29,WAS,50,2009,0,1,0,31,10,31,True,0,False,0
WAS,PHI,2,42,4,WAS,41,2524,1,0,0,31,23,31,True,1,False,0
WAS,PHI,2,32,0,WAS,48,1920,1,0,0,31,23,31,True,1,False,0
WAS,PHI,2,30,5,WAS,50,1805,1,0,0,31,23,31,True,1,False,0
WAS,SF,2,41,32,WAS,41,2492,1,0,0,31,27,31,True,1,False,0
NO,WAS,2,35,23,WAS,30,2123,0,1,0,19,31,31,False,0,True,1
PHI,WAS,2,33,28,WAS,33,2008,1,0,0,23,31,31,False,1,True,1
NO,WAS,2,31,9,WAS,35,1869,1,0,0,19,31,31,False,1,True,1
CLE,WAS,2,30,4,WAS,36,1804,0,1,0,7,31,31,False,0,True,1
NO,WAS,2,43,30,WAS,36,2610,1,0,0,19,31,31,False,1,True,1
DAL,WAS,2,30,9,WAS,41,1809,1,0,0,8,31,31,False,1,True,1
NYG,WAS,2,30,8,WAS,42,1808,0,1,0,20,31,31,False,0,True,1
ARI,WAS,2,43,13,WAS,48,2593,1,0,0,0,31,31,False,1,True,1
PHI,WAS,2,44,20,WAS,54,2660,0,1,0,23,31,31,False,0,True,1
OAK,NO,2,30,54,NO,44,1854,1,0,0,22,19,19,False,1,True,1
IND,CLE,3,19,12,IND,46,1152,0,1,0,13,7,13,True,0,False,0
IND,GB,3,24,5,IND,45,1445,1,0,1,13,11,13,True,0,False,0
IND,PIT,3,23,18,IND,36,1398,1,0,0,13,24,13,True,1,False,0
NO,KC,3,22,44,KC,21,1364,1,0,0,19,15,15,False,1,True,1
MIA,KC,3,24,11,KC,27,1451,1,0,0,16,15,15,False,1,True,1
KC,NYJ,3,24,56,KC,30,1496,1,0,0,15,21,15,True,1,False,0
PHI,CHI,3,19,27,PHI,24,1167,1,0,0,23,5,23,True,1,False,0
PHI,CHI,3,23,6,PHI,47,1386,0,1,0,23,5,23,True,0,False,0
PHI,NYG,3,23,2,PHI,34,1382,1,0,1,23,20,23,True,0,False,0
PHI,NYG,3,22,53,PHI,35,1373,1,0,0,23,20,23,True,1,False,0
STL,PHI,3,17,31,PHI,23,1051,1,0,0,28,23,23,False,1,True,1
CLE,PHI,3,18,35,PHI,34,1115,1,0,0,7,23,23,False,1,True,1
ARI,PHI,3,15,29,PHI,41,929,1,0,0,0,23,23,False,1,True,1
DAL,PHI,3,21,10,PHI,41,1270,1,0,0,8,23,23,False,1,True,1
PHI,SEA,3,16,31,PHI,24,991,1,0,0,23,26,23,True,1,False,0
PHI,SEA,3,26,29,PHI,39,1589,1,0,0,23,26,23,True,1,False,0
PHI,WAS,3,19,22,PHI,22,1162,1,0,0,23,31,23,True,1,False,0
MIA,ARI,3,20,30,MIA,32,1230,1,0,0,16,0,16,True,1,False,0
SD,MIA,3,21,9,MIA,42,1269,0,1,0,25,16,16,False,0,True,1
BUF,MIA,3,23,1,MIA,43,1381,1,0,0,3,16,16,False,1,True,1
MIA,STL,3,21,14,MIA,47,1274,1,0,0,16,28,16,True,1,False,0
PIT,CIN,3,17,42,CIN,26,1062,1,0,0,24,6,6,False,1,True,1
STL,ATL,3,16,43,STL,31,1003,1,0,0,28,1,28,True,1,False,0
STL,NE,3,23,8,STL,44,1388,1,0,0,28,18,28,True,1,False,0
STL,NYJ,3,24,56,STL,37,1496,1,0,0,28,21,28,True,1,False,0
STL,SF,3,15,3,STL,44,903,1,0,0,28,27,28,True,1,False,0
STL,SF,3,18,56,STL,48,1136,1,0,0,28,27,28,True,1,False,0
BUF,STL,3,18,41,STL,51,1121,0,1,0,3,28,28,False,0,True,1
STL,WAS,3,23,25,STL,25,1405,1,0,0,28,31,28,True,1,False,0
STL,WAS,3,15,29,STL,44,929,1,0,0,28,31,28,True,1,False,0
SF,NYG,3,17,3,NYG,35,1023,1,0,1,27,20,20,False,0,True,1
SEA,NYG,3,16,43,NYG,35,1003,1,0,0,26,20,20,False,1,True,1
PHI,NYG,3,27,37,NYG,36,1657,1,0,0,23,20,20,False,1,True,1
CIN,NYG,3,21,33,NYG,46,1293,1,0,0,6,20,20,False,1,True,1
PHI,NYG,3,19,25,NYG,47,1165,0,1,0,23,20,20,False,0,True,1
NO,ATL,3,17,9,ATL,27,1029,1,0,0,19,1,1,False,1,True,1
CHI,ATL,3,25,41,ATL,41,1541,1,0,0,5,1,1,False,1,True,1
DET,ATL,3,24,50,ATL,50,1490,1,0,0,10,1,1,False,1,True,1
ATL,NO,3,18,9,ATL,23,1089,1,0,0,1,19,1,True,1,False,0
ATL,TB,3,16,7,ATL,27,967,1,0,0,1,29,1,True,1,False,0
NYJ,BUF,3,23,57,NYJ,20,1437,1,0,0,21,3,21,True,1,False,0
DEN,NYJ,3,17,55,NYJ,30,1075,1,0,0,9,21,21,False,1,True,1
CIN,NYJ,3,20,42,NYJ,43,1242,1,0,0,6,21,21,False,1,True,1
NYJ,TEN,3,23,11,NYJ,30,1391,1,0,0,21,30,21,True,1,False,0
TB,DET,3,17,47,DET,40,1067,1,0,0,29,10,10,False,1,True,1
GB,DET,3,26,32,DET,49,1592,1,0,0,11,10,10,False,1,True,1
GB,DET,3,23,20,DET,53,1400,1,0,0,11,10,10,False,1,True,1
DET,IND,3,25,4,DET,30,1504,1,0,0,10,13,10,True,1,False,0
DET,SF,3,16,48,DET,51,1008,1,0,0,10,27,10,True,1,False,0
CAR,ATL,3,20,30,CAR,21,1230,1,0,0,4,1,4,True,1,False,0
DET,CAR,3,23,29,CAR,29,1409,1,0,0,10,4,4,False,1,True,1
KC,CAR,3,25,18,CAR,32,1518,1,0,0,15,4,4,False,1,True,1
ATL,CAR,3,16,44,CAR,44,1004,1,0,0,1,4,4,False,1,True,1
CHI,CAR,3,20,27,CAR,45,1227,1,0,0,5,4,4,False,1,True,1
CAR,NO,3,18,27,CAR,41,1107,0,1,0,4,19,4,True,0,False,0
SF,ARI,3,22,5,SF,41,1325,1,0,0,27,0,27,True,1,False,0
SF,DAL,3,23,27,SF,35,1407,1,0,0,27,8,27,True,1,False,0
SF,MIA,3,17,50,SF,23,1070,1,0,0,27,16,27,True,1,False,0
SF,NO,3,25,23,SF,38,1523,1,0,0,27,19,27,True,1,False,0
PHI,SF,3,18,5,SF,29,1085,1,0,0,23,27,27,False,1,True,1
SEA,SF,3,19,17,SF,40,1157,1,0,0,26,27,27,False,1,True,1
DET,SF,3,20,47,SF,43,1247,0,1,0,10,27,27,False,0,True,1
JAC,HOU,3,18,33,JAC,29,1113,1,0,0,14,12,14,True,1,False,0
BUF,JAC,3,21,11,JAC,50,1271,1,0,0,3,14,14,False,1,True,1
JAC,TEN,3,18,58,JAC,37,1138,0,1,0,14,30,14,True,0,False,0
PIT,ARI,3,17,16,PIT,21,1036,1,0,0,24,0,24,True,1,False,0
PIT,CLE,3,23,2,PIT,48,1382,1,0,0,24,7,24,True,1,False,0
PIT,NE,3,17,53,PIT,20,1073,1,0,0,24,18,24,True,1,False,0
PIT,NE,3,20,43,PIT,25,1243,1,0,0,24,18,24,True,1,False,0
CIN,PIT,3,23,22,PIT,38,1402,1,0,0,6,24,24,False,1,True,1
SD,PIT,3,23,45,PIT,41,1425,1,0,0,25,24,24,False,1,True,1
BAL,PIT,3,18,43,PIT,46,1123,1,0,0,2,24,24,False,1,True,1
CLE,PIT,3,20,39,PIT,22,1239,1,0,0,7,24,24,False,1,True,1
HOU,CLE,3,23,53,HOU,36,1433,1,0,0,12,7,12,True,1,False,0
HOU,GB,3,26,57,HOU,41,1617,1,0,0,12,11,12,True,1,False,0
JAC,HOU,3,15,49,HOU,20,949,1,0,0,14,12,12,False,1,True,1
TEN,HOU,3,15,43,HOU,26,943,0,1,0,30,12,12,False,0,True,1
IND,HOU,3,15,25,HOU,43,925,1,0,0,13,12,12,False,1,True,1
JAC,HOU,3,25,18,HOU,50,1518,1,0,0,14,12,12,False,1,True,1
TB,DAL,3,15,39,TB,41,939,1,0,0,29,8,29,True,1,False,0
TB,NO,3,15,38,TB,33,938,1,0,0,29,19,29,True,1,False,0
CAR,TB,3,21,8,TB,49,1268,1,0,0,4,29,29,False,1,True,1
GB,CHI,3,18,36,GB,46,1116,0,1,0,11,5,11,True,0,False,0
GB,DET,3,17,32,GB,25,1052,1,0,0,11,10,11,True,1,False,0
IND,GB,3,17,41,GB,29,1061,1,0,0,13,11,11,False,1,True,1
DAL,GB,3,21,1,GB,33,1261,1,0,0,8,11,11,False,1,True,1
CAR,GB,3,28,57,GB,44,1737,1,0,0,4,11,11,False,1,True,1
ATL,GB,3,15,32,GB,50,932,1,0,0,1,11,11,False,1,True,1
GB,TEN,3,15,15,GB,25,915,1,0,0,11,30,11,True,1,False,0
TB,NO,3,17,54,NO,34,1074,1,0,0,29,19,19,False,1,True,1
DEN,CAR,3,16,52,DEN,47,1012,0,1,0,9,4,9,True,0,False,0
DEN,CLE,3,20,40,DEN,30,1240,1,0,0,9,7,9,True,1,False,0
KC,DEN,3,23,21,DEN,33,1401,1,0,0,15,9,9,False,1,True,1
NO,DEN,3,17,24,DEN,34,1044,1,0,0,19,9,9,False,1,True,1
JAC,DEN,3,23,45,DEN,39,1425,1,0,0,14,9,9,False,1,True,1
KC,DEN,3,16,54,DEN,48,1014,0,1,0,15,9,9,False,0,True,1
MIA,DEN,3,18,4,DEN,49,1084,0,1,0,16,9,9,False,0,True,1
MIA,DEN,3,23,16,DEN,50,1396,1,0,0,16,9,9,False,1,True,1
DEN,KC,3,27,17,DEN,51,1637,1,0,0,9,15,9,True,1,False,0
DEN,OAK,3,18,21,DEN,43,1101,1,0,0,9,22,9,True,1,False,0
PIT,BAL,3,21,3,BAL,28,1263,1,0,0,24,2,2,False,1,True,1
OAK,BAL,3,18,22,BAL,30,1102,1,0,0,22,2,2,False,1,True,1
WAS,BAL,3,19,15,BAL,32,1155,1,0,0,31,2,2,False,1,True,1
JAC,BAL,3,18,30,BAL,41,1110,1,0,0,14,2,2,False,1,True,1
BAL,HOU,3,18,12,BAL,50,1092,0,1,0,2,12,2,True,0,False,0
BAL,IND,3,16,19,BAL,37,979,1,0,0,2,13,2,True,1,False,0
BAL,MIA,3,23,36,BAL,28,1416,1,0,0,2,16,2,True,1,False,0
DAL,ARI,3,15,4,DAL,52,904,1,0,0,8,0,8,True,1,False,0
TB,DAL,3,20,18,DAL,45,1218,1,0,0,29,8,8,False,1,True,1
DAL,PIT,3,18,36,DAL,33,1116,1,0,0,8,24,8,True,1,False,0
DAL,STL,3,24,38,DAL,46,1478,0,1,0,8,28,8,True,0,False,0
SD,DEN,3,22,32,SD,21,1352,1,0,0,25,9,25,True,1,False,0
SD,NO,3,18,30,SD,24,1110,1,0,0,25,19,25,True,1,False,0
SD,OAK,3,22,39,SD,28,1359,1,0,0,25,22,25,True,1,False,0
SD,PIT,3,19,26,SD,42,1166,0,1,0,25,24,25,True,0,False,0
CAR,SD,3,20,14,SD,27,1214,1,0,0,4,25,25,False,1,True,1
NE,SD,3,19,22,SD,35,1162,1,0,0,18,25,25,False,1,True,1
DEN,KC,3,23,47,KC,43,1427,1,0,0,9,15,15,False,1,True,1
DAL,ARI,3,18,21,ARI,41,1101,1,0,0,8,0,0,False,1,True,1
ATL,ARI,3,26,59,ARI,51,1619,0,1,0,1,0,0,False,0,True,1
ARI,CAR,3,19,44,ARI,33,1184,1,0,0,0,4,0,True,1,False,0
ARI,SEA,3,24,39,ARI,26,1479,1,0,0,0,26,0,True,1,False,0
ARI,SF,3,23,29,ARI,31,1409,1,0,0,0,27,0,True,1,False,0
ARI,WAS,3,24,25,ARI,26,1465,1,0,0,0,31,0,True,1,False,0
SEA,BUF,3,21,47,SEA,45,1307,1,0,0,26,3,26,True,1,False,0
SEA,DAL,3,24,40,SEA,25,1480,1,0,0,26,8,26,True,1,False,0
SEA,MIA,3,18,35,SEA,27,1115,1,0,0,26,16,26,True,1,False,0
SEA,MIA,3,26,11,SEA,37,1571,1,0,0,26,16,26,True,1,False,0
NYJ,SEA,3,17,46,SEA,31,1066,1,0,0,21,26,26,False,1,True,1
WAS,SEA,3,28,3,SEA,53,1683,0,1,0,31,26,26,False,0,True,1
SEA,STL,3,24,59,SEA,28,1499,1,0,0,26,28,26,True,1,False,0
SEA,STL,3,19,40,SEA,50,1180,1,0,0,26,28,26,True,1,False,0
SEA,TB,3,25,26,SEA,26,1526,1,0,0,26,29,26,True,1,False,0
SEA,TB,3,21,38,SEA,38,1298,0,1,0,26,29,26,True,0,False,0
CLE,BUF,3,21,32,CLE,43,1292,1,0,0,7,3,7,True,1,False,0
NYG,CLE,3,26,58,CLE,26,1618,1,0,0,20,7,7,False,1,True,1
PIT,CLE,3,16,29,CLE,31,989,1,0,0,24,7,7,False,1,True,1
DEN,CLE,3,25,25,CLE,33,1525,1,0,0,9,7,7,False,1,True,1
IND,CLE,3,24,56,CLE,34,1496,0,1,0,13,7,7,False,0,True,1
CLE,TEN,3,22,3,CLE,44,1323,0,1,0,7,30,7,True,0,False,0
CLE,WAS,3,17,48,CLE,37,1068,1,0,0,7,31,7,True,1,False,0
TEN,CIN,3,19,55,TEN,34,1195,1,0,0,30,6,30,True,1,False,0
TEN,DET,3,17,24,TEN,41,1044,1,0,0,30,10,30,True,1,False,0
TEN,DET,3,27,8,TEN,49,1628,1,0,0,30,10,30,True,1,False,0
TEN,HOU,3,24,45,TEN,51,1485,1,0,0,30,12,30,True,1,False,0
TEN,IND,3,23,22,TEN,48,1402,0,1,0,30,13,30,True,0,False,0
TEN,KC,3,15,24,TEN,46,924,1,0,0,30,15,30,True,1,False,0
GB,TEN,3,19,16,TEN,22,1156,1,0,0,11,30,30,False,1,True,1
HOU,TEN,3,21,41,TEN,44,1301,1,0,0,12,30,30,False,1,True,1
MIN,TEN,3,21,59,TEN,49,1319,1,0,0,17,30,30,False,1,True,1
BAL,TEN,3,25,5,TEN,51,1505,0,1,0,2,30,30,False,0,True,1
CHI,STL,3,20,17,CHI,38,1217,1,0,0,5,28,5,True,1,False,0
BUF,ARI,3,24,39,BUF,48,1479,1,0,0,3,0,3,True,1,False,0
SF,BUF,3,23,57,BUF,22,1437,1,0,0,27,3,3,False,1,True,1
CLE,BUF,3,15,26,BUF,31,926,1,0,0,7,3,3,False,1,True,1
OAK,BUF,3,26,42,BUF,46,1602,0,1,0,22,3,3,False,0,True,1
NYJ,BUF,3,18,38,BUF,53,1118,1,0,0,21,3,3,False,1,True,1
BUF,DEN,3,20,2,BUF,28,1202,1,0,0,3,9,3,True,1,False,0
BUF,DEN,3,24,58,BUF,49,1498,1,0,0,3,9,3,True,1,False,0
BUF,KC,3,25,9,BUF,38,1509,1,0,0,3,15,3,True,1,False,0
BUF,NYJ,3,18,42,BUF,48,1122,1,0,0,3,21,3,True,1,False,0
MIN,ARI,3,19,41,MIN,34,1181,1,0,1,17,0,17,True,0,False,0
MIN,GB,3,25,55,MIN,27,1555,1,0,0,17,11,17,True,1,False,0
MIN,JAC,3,22,47,MIN,32,1367,1,0,0,17,14,17,True,1,False,0
IND,MIN,3,19,13,MIN,28,1153,1,0,0,13,17,17,False,1,True,1
IND,MIN,3,25,44,MIN,46,1544,1,0,0,13,17,17,False,1,True,1
GB,MIN,3,22,12,MIN,47,1332,0,1,0,11,17,17,False,0,True,1
ARI,NE,3,18,35,NE,24,1115,1,0,0,0,18,18,False,1,True,1
ARI,NE,3,23,25,NE,35,1405,1,0,0,0,18,18,False,1,True,1
BUF,NE,3,23,18,NE,37,1398,1,0,0,3,18,18,False,1,True,1
NE,NYJ,3,15,22,NE,28,922,1,0,0,18,21,18,True,1,False,0
NE,SEA,3,17,45,NE,42,1065,1,0,0,18,26,18,True,1,False,0
TEN,CIN,3,25,9,CIN,37,1509,0,1,0,30,6,6,False,0,True,1
PHI,CIN,3,25,29,CIN,41,1529,1,0,0,23,6,6,False,1,True,1
OAK,BAL,3,25,21,OAK,22,1521,1,0,0,22,2,22,True,1,False,0
OAK,MIA,3,20,57,OAK,46,1257,0,1,0,22,16,22,True,0,False,0
CAR,OAK,3,28,32,OAK,38,1712,1,0,0,4,22,22,False,1,True,1
CAR,OAK,3,24,0,OAK,45,1440,1,0,0,4,22,22,False,1,True,1
WAS,DAL,3,22,35,WAS,33,1355,1,0,0,31,8,31,True,1,False,0
WAS,DET,3,26,7,WAS,45,1567,1,0,0,31,10,31,True,1,False,0
WAS,SEA,3,22,24,WAS,26,1344,1,0,0,31,26,31,True,1,False,0
DAL,WAS,3,18,22,WAS,46,1102,0,1,0,8,31,31,False,0,True,1
